Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 10:40:54,3,4.769,0.21,1.0
13/10/2023 10:41:04,2,9.385,0.426,4.0
13/10/2023 10:41:04,3,4.769,0.21,0.999
13/10/2023 10:41:14,2,9.385,0.426,4.0
13/10/2023 10:41:15,3,4.771,0.21,1.0
13/10/2023 10:41:25,2,9.385,0.426,4.001
13/10/2023 10:41:25,3,4.771,0.21,1.0
13/10/2023 10:41:35,2,9.385,0.426,4.001
13/10/2023 10:41:35,3,4.771,0.21,1.0
13/10/2023 10:41:46,2,9.384,0.426,3.999
13/10/2023 10:41:46,3,4.772,0.21,1.0
13/10/2023 10:41:56,2,9.385,0.426,4.001
13/10/2023 10:41:56,3,4.771,0.21,1.0
13/10/2023 10:42:37,2,9.384,0.426,3.999
13/10/2023 10:42:37,3,4.77,0.209,0.997
13/10/2023 10:42:47,2,9.385,0.426,4.001
13/10/2023 10:42:47,3,4.779,0.209,1.001
13/10/2023 10:42:58,2,9.384,0.426,3.999
13/10/2023 10:42:58,3,4.777,0.209,1.0
13/10/2023 10:43:08,2,9.385,0.426,4.0
13/10/2023 10:43:08,3,4.777,0.209,1.0
13/10/2023 10:43:18,2,9.385,0.426,4.001
13/10/2023 10:43:19,3,4.777,0.209,1.0
13/10/2023 10:43:29,2,0.0,0.0,3.999
13/10/2023 10:43:39,2,6.696,0.304,2.037
13/10/2023 10:43:39,3,3.348,0.146,0.487
13/10/2023 10:43:49,2,9.385,0.426,4.0
13/10/2023 10:43:50,3,4.794,0.209,1.002
13/10/2023 10:44:00,2,9.385,0.426,4.0
13/10/2023 10:44:00,3,4.787,0.209,1.0
13/10/2023 10:44:10,2,9.384,0.426,3.999
13/10/2023 10:44:10,3,4.784,0.209,1.0
13/10/2023 10:44:21,2,9.385,0.426,4.0
13/10/2023 10:44:21,3,4.784,0.209,1.0
13/10/2023 10:44:31,2,9.384,0.426,3.999
13/10/2023 10:44:31,3,4.784,0.209,1.0
13/10/2023 10:44:41,2,9.385,0.426,4.001
13/10/2023 10:44:42,3,4.784,0.209,0.999
13/10/2023 10:44:52,2,9.384,0.426,3.999
13/10/2023 10:44:52,3,4.784,0.209,1.0
13/10/2023 10:45:02,2,9.385,0.426,4.001
13/10/2023 10:45:02,3,4.784,0.209,1.0
13/10/2023 10:45:13,2,9.384,0.426,3.999
13/10/2023 10:45:13,3,4.785,0.209,0.999
13/10/2023 10:45:23,2,9.385,0.426,4.001
13/10/2023 10:45:23,3,4.788,0.208,0.995
13/10/2023 10:45:33,2,9.384,0.426,3.999
13/10/2023 10:45:34,3,4.799,0.208,1.0
13/10/2023 10:45:44,2,9.385,0.426,4.001
13/10/2023 10:45:44,3,4.799,0.208,1.0
13/10/2023 10:45:54,2,9.384,0.426,3.999
13/10/2023 10:45:54,3,4.799,0.208,1.0
13/10/2023 10:46:05,2,9.385,0.426,4.001
13/10/2023 10:46:05,3,4.799,0.208,1.0
13/10/2023 10:46:15,2,9.384,0.426,3.999
13/10/2023 10:46:15,3,4.799,0.208,1.001
13/10/2023 10:46:25,2,9.385,0.426,4.001
13/10/2023 10:46:25,3,4.798,0.208,1.0
13/10/2023 10:46:36,2,9.384,0.426,3.999
13/10/2023 10:46:36,3,4.797,0.208,1.0
13/10/2023 10:46:46,2,9.385,0.426,4.001
13/10/2023 10:46:46,3,4.797,0.208,1.0
13/10/2023 10:46:56,2,9.384,0.426,3.999
13/10/2023 10:46:57,3,4.797,0.208,1.0
13/10/2023 10:47:07,2,9.385,0.426,4.001
13/10/2023 10:47:07,3,4.797,0.208,1.0
13/10/2023 10:47:17,2,9.384,0.426,3.999
13/10/2023 10:47:17,3,4.797,0.208,1.0
13/10/2023 10:47:28,2,9.385,0.426,4.001
13/10/2023 10:47:28,3,4.797,0.208,0.999
13/10/2023 10:47:38,2,9.384,0.426,3.999
13/10/2023 10:47:38,3,4.797,0.208,0.999
13/10/2023 10:47:48,2,9.385,0.426,4.001
13/10/2023 10:47:49,3,4.799,0.208,1.0
13/10/2023 10:47:59,2,9.384,0.426,3.999
13/10/2023 10:47:59,3,4.799,0.209,1.002
13/10/2023 10:48:09,2,9.385,0.426,4.001
13/10/2023 10:48:09,3,4.794,0.208,1.0
13/10/2023 10:48:20,2,9.384,0.426,3.999
13/10/2023 10:48:20,3,4.795,0.208,1.0
13/10/2023 10:48:30,2,9.385,0.426,4.001
13/10/2023 10:48:30,3,4.796,0.209,1.0
13/10/2023 10:48:40,2,9.384,0.426,3.999
13/10/2023 10:48:40,3,4.794,0.209,1.001
13/10/2023 10:48:51,2,9.385,0.426,4.001
13/10/2023 10:48:51,3,4.79,0.209,1.0
13/10/2023 10:49:01,2,9.384,0.426,3.999
13/10/2023 10:49:01,3,4.791,0.209,1.0
13/10/2023 10:49:11,2,9.385,0.426,4.001
13/10/2023 10:49:12,3,4.791,0.209,1.0
13/10/2023 10:49:22,2,9.384,0.426,3.999
13/10/2023 10:49:22,3,4.791,0.209,1.0
13/10/2023 10:49:32,2,9.385,0.426,4.001
13/10/2023 10:49:32,3,4.791,0.209,1.0
13/10/2023 10:49:43,2,9.384,0.426,3.999
13/10/2023 10:49:43,3,4.791,0.209,1.001
13/10/2023 10:49:53,2,9.385,0.426,4.001
13/10/2023 10:49:53,3,4.789,0.209,1.0
13/10/2023 10:50:03,2,9.384,0.426,3.999
13/10/2023 10:50:04,3,4.788,0.209,1.0
13/10/2023 10:50:14,2,9.385,0.426,4.001
13/10/2023 10:50:14,3,4.787,0.209,1.0
13/10/2023 10:50:24,2,9.384,0.426,4.0
13/10/2023 10:50:24,3,4.787,0.209,1.003
13/10/2023 10:50:35,2,6.654,0.303,2.017
13/10/2023 10:50:35,3,4.78,0.209,0.999
13/10/2023 10:50:45,2,9.385,0.839,7.875
13/10/2023 10:50:45,3,4.782,0.209,1.001
13/10/2023 10:50:55,2,8.782,0.8,7.028
13/10/2023 10:50:55,3,4.778,0.209,1.001
13/10/2023 10:51:06,2,6.625,0.301,1.993
13/10/2023 10:51:06,3,4.777,0.209,0.999
13/10/2023 10:51:16,2,9.385,0.426,4.001
13/10/2023 10:51:16,3,4.779,0.209,1.0
13/10/2023 10:51:26,2,9.385,0.426,4.001
13/10/2023 10:51:27,3,4.778,0.209,1.0
13/10/2023 10:51:37,2,9.384,0.426,3.999
13/10/2023 10:51:37,3,4.779,0.209,1.0
13/10/2023 10:51:47,2,9.385,0.426,4.001
13/10/2023 10:51:47,3,4.778,0.209,1.0
13/10/2023 10:51:58,2,9.384,0.426,3.999
13/10/2023 10:51:58,3,4.779,0.209,1.0
13/10/2023 10:52:08,2,9.385,0.426,4.0
13/10/2023 10:52:08,3,4.778,0.209,0.999
13/10/2023 10:52:18,2,9.384,0.426,4.0
13/10/2023 10:52:18,3,4.781,0.209,0.998
13/10/2023 10:52:29,2,9.385,0.426,4.001
13/10/2023 10:52:29,3,4.785,0.209,1.0
13/10/2023 10:52:39,2,9.384,0.426,3.999
13/10/2023 10:52:39,3,4.786,0.209,1.0
13/10/2023 10:52:49,2,9.385,0.426,4.001
13/10/2023 10:52:50,3,4.785,0.209,1.0
13/10/2023 10:53:00,2,9.384,0.426,4.0
13/10/2023 10:53:00,3,4.785,0.209,1.0
13/10/2023 10:53:20,2,9.384,0.426,4.0
13/10/2023 10:53:21,3,4.692,0.205,0.96
13/10/2023 10:53:31,2,9.384,0.426,3.999
13/10/2023 10:53:31,3,4.788,0.209,1.0
13/10/2023 10:53:41,2,9.385,0.426,4.001
13/10/2023 10:53:41,3,4.787,0.209,1.0
13/10/2023 10:53:52,2,9.384,0.426,4.0
13/10/2023 10:53:52,3,4.787,0.208,0.997
13/10/2023 10:54:02,2,9.384,0.426,4.0
13/10/2023 10:54:02,3,4.795,0.208,1.0
13/10/2023 10:54:12,2,9.385,0.426,4.001
13/10/2023 10:54:13,3,4.796,0.209,1.0
13/10/2023 10:55:26,3,4.795,0.208,0.996
13/10/2023 10:55:36,2,9.385,0.426,4.001
13/10/2023 10:55:37,3,4.804,0.208,0.998
13/10/2023 10:55:47,2,9.384,0.426,4.0
13/10/2023 10:55:47,3,4.808,0.208,1.0
13/10/2023 10:55:57,2,9.385,0.426,4.001
13/10/2023 10:55:57,3,4.809,0.208,0.999
13/10/2023 10:56:08,2,9.384,0.426,4.0
13/10/2023 10:56:08,3,4.811,0.208,0.998
13/10/2023 10:56:18,2,9.384,0.426,4.0
13/10/2023 10:56:18,3,4.815,0.207,0.999
13/10/2023 10:56:29,2,9.384,0.426,4.0
13/10/2023 10:56:29,3,4.817,0.208,1.001
13/10/2023 10:56:39,2,9.384,0.426,3.999
13/10/2023 10:56:39,3,4.815,0.208,1.0
13/10/2023 10:56:49,2,9.385,0.426,4.001
13/10/2023 10:56:49,3,4.815,0.208,1.0
13/10/2023 10:57:00,2,9.384,0.426,3.999
13/10/2023 10:57:00,3,4.815,0.208,1.0
